Academic Year,Subject Id,Subject Code,Subject Number,Print Subject Id,Subject Short Title,Subject Title,Total Units,Is Offered This Year,Is Offered Fall Term,Is Offered Iap,Is Offered Spring Term,Is Offered Summer Term
2018,CMS.813,CMS,813,CMS.813,"Silent Film","Silent Film",12.00,N,Y,N,N,N
2018,CMS.867,CMS,867,CMS.867,"Network Cultures","Network Cultures",12.00,Y,N,N,Y,N
2018,CMS.868,CMS,868,CMS.868,"Games and Culture","Games and Culture",12.00,Y,Y,N,N,N
2018,CMS.814,CMS,814,CMS.814,"Phantasmal Media","Phantasmal Media: Theory and Practice",12.00,N,Y,N,N,N
2018,CMS.815,CMS,815,CMS.815,"Games for Social Change","Games for Social Change",12.00,Y,N,N,Y,N
2018,CMS.821,CMS,821,CMS.821,"Fans and Fan Cultures","Fans and Fan Cultures",12.00,N,N,N,Y,N
2018,CMS.827,CMS,827,CMS.827,"Imagination, Comp & Expression","Imagination, Computation, and Expression Studio",12.00,N,N,N,Y,N
2018,CMS.828,CMS,828,CMS.828,"Adv Identity Representation","Advanced Identity Representation",12.00,N,Y,N,N,N
2018,CMS.841,CMS,841,CMS.841,"Intro to Videogame Theory","Introduction to Videogame Theory",12.00,Y,Y,N,N,N
2018,CMS.842,CMS,842,CMS.842,"Playful and Social Design","Playful and Social Interaction Design Exploration",12.00,Y,N,N,Y,N
2018,CMS.845,CMS,845,CMS.845,"Interactive Narrative","Interactive Narrative",12.00,Y,Y,N,N,N
2018,CMS.846,CMS,846,CMS.846,"The Word Made Digital","The Word Made Digital",12.00,Y,N,N,Y,N
2018,CMS.848,CMS,848,CMS.848,"Apocalyptic Storytelling","Apocalyptic Storytelling",12.00,N,Y,N,N,N
2018,CMS.850,CMS,850,CMS.850,"21st-Century Journalism","Topics and Methods in 21st Century Journalism",12.00,Y,N,N,Y,N
2018,CMS.614,CMS,614,CMS.614J,"Network Cultures","Network Cultures",12.00,Y,N,N,Y,N
2018,CMS.615,CMS,615,CMS.615,"Games for Social Change","Games for Social Change",12.00,Y,N,N,Y,N
2018,CMS.616,CMS,616,CMS.616J,"Games and Culture","Games and Culture",12.00,Y,Y,N,N,N
2018,CMS.617,CMS,617,CMS.617,"Advanced Game Studio","Advanced Game Studio",12.00,Y,Y,N,N,N
2018,CMS.619,CMS,619,CMS.619J,"Gender and Media Studies","Gender and Media Studies",12.00,Y,Y,N,N,N
2018,CMS.621,CMS,621,CMS.621,"Fans and Fan Cultures","Fans and Fan Cultures",12.00,N,N,N,Y,N
2018,CMS.613,CMS,613,CMS.613J,"Writing for Social Media","Writing for Social Media",12.00,N,N,N,Y,N
2018,CMS.622,CMS,622,CMS.622,"Applying Media Technologies","Applying Media Technologies in the Arts and Humanities",12.00,N,Y,N,N,N
2018,CMS.627,CMS,627,CMS.627,"Imagination, Comp & Expression","Imagination, Computation, and Expression Studio",12.00,N,N,N,Y,N
2018,CMS.628,CMS,628,CMS.628,"Adv Identity Representation","Advanced Identity Representation",12.00,N,Y,N,N,N
2018,CMS.631,CMS,631,CMS.631,"Data Storytelling Studio","Data Storytelling Studio",12.00,Y,N,N,Y,N
2018,CMS.633,CMS,633,CMS.633,"Digital Humanities","Digital Humanities: Topics, Techniques, and Technologies",12.00,Y,Y,N,Y,N
2018,CMS.634,CMS,634,CMS.634,"Designing Interactions","Designing Interactions",12.00,Y,Y,N,Y,N
2018,CMS.618,CMS,618,CMS.618J,"Interactive Narrative","Interactive Narrative",12.00,Y,Y,N,N,N
2018,CC.181A,CC,181A,CC.181A,Calculus,Calculus,12.00,Y,Y,N,N,N
2018,CC.182A,CC,182A,CC.182A,Calculus,Calculus,12.00,Y,Y,Y,N,N
2018,CC.200,CC,200,CC.200,"Concourse Undergrad Teaching","Concourse Program Undergraduate Teaching",0.00,Y,Y,Y,Y,N
2018,CC.210,CC,210,CC.210,"Independent Study","Independent Study",0.00,Y,Y,Y,Y,N
2018,CC.220,CC,220,CC.220,"Independent Study","Independent Study",0.00,Y,N,N,Y,N
2018,CC.5111,CC,5111,CC.5111,"Principles of Chemical Science","Principles of Chemical Science",12.00,Y,Y,N,N,N
2018,CC.512,CC,512,CC.512,"Organic Chemistry I","Organic Chemistry I",12.00,Y,N,N,Y,N
2018,CC.801,CC,801,CC.801,"Physics I","Physics I",12.00,Y,Y,N,N,N
2018,CC.8012,CC,8012,CC.8012,"Physics I","Physics I",12.00,Y,Y,N,N,N
2018,CC.802,CC,802,CC.802,"Physics II","Physics II",12.00,Y,N,N,Y,N
2018,CC.8022,CC,8022,CC.8022,"Physics II","Physics II",12.00,Y,N,N,Y,N
2018,CC.S10,CC,S10,CC.S10,"Special Subject: Concourse","Special Subject: Concourse",0.00,Y,Y,Y,Y,N
2018,CC.S11,CC,S11,CC.S11,"Special Subject: Concourse","Special Subject: Concourse",0.00,Y,Y,Y,Y,N
2018,CC.S20,CC,S20,CC.S20,"Special Subject: Concourse","Special Subject: Concourse",0.00,Y,Y,Y,Y,N
2018,CC.S21,CC,S21,"CC.S20, CC.S21","Special Subject: Concourse","Special Subject: Concourse",0.00,Y,Y,Y,Y,N
2018,CC.011,CC,011,CC.011,"Seminar II","Seminar II",3.00,Y,N,N,Y,N
2018,CC.012,CC,012,CC.012,"Continuing Conversations","Continuing Conversations",3.00,Y,Y,N,Y,N
2018,CC.110,CC,110,CC.110,"Becoming Human","Becoming Human: Ancient Greek Perspectives on the Good Life",12.00,Y,Y,N,N,N
2018,CC.111,CC,111,CC.111J,"Modern Conceptions of Freedom","Modern Conceptions of Freedom",12.00,Y,N,N,Y,N
2018,CC.116,CC,116,CC.116,"Politics, War, and Empire","How to Rule the World: The Promises and Pitfalls of Politics, War, and Empire",12.00,N,N,N,Y,N
2018,CC.120,CC,120,CC.120J,"Bookmaking Renaissance & Today","Making Books in the Renaissance and Today",12.00,Y,Y,N,N,N
2018,CC.010,CC,010,CC.010,"Seminar I","Seminar I",6.00,Y,Y,N,N,N
2018,CC.1803,CC,1803,CC.1803,"Differential Equations","Differential Equations",12.00,Y,N,N,Y,N
2018,CC.1802,CC,1802,CC.1802,Calculus,Calculus,12.00,Y,Y,N,N,N
2018,CC.UR,CC,UR,CC.UR,"Undergraduate Research","Undergraduate Research",0.00,Y,Y,N,Y,N
2018,CC.117,CC,117,CC.117J,"Humane Warfare","Humane Warfare:  Ancient and Medieval Perspectives on Ethics in War",12.00,Y,N,N,Y,N
2018,21W.798,21W,798,21W.798,"Independent Study: Writing","Independent Study in Writing",0.00,Y,Y,N,Y,N
2018,21W.799,21W,799,"21W.798, 21W.799","Independent Study: Writing","Independent Study in Writing",0.00,Y,Y,N,Y,Y
2018,21W.820,21W,820,21W.820J,"Writing:Sci,Technology,Society","Writing: Science, Technology, and Society",12.00,Y,Y,N,N,N
2018,21W.823,21W,823,21W.823,"Lab Experience Science Writers","Lab Experience for Science Writers",3.00,Y,Y,Y,Y,N
2018,21W.824,21W,824,21W.824,"Advanced Science Documentary","Making Documentary: Audio, Video, and More",12.00,Y,N,N,Y,N
2018,21W.825,21W,825,21W.825,"Adv Science Writing Seminar I","Advanced Science Writing Seminar I",24.00,Y,Y,N,N,N
2018,21W.826,21W,826,21W.826,"Adv Science Writing Seminar II","Advanced Science Writing Seminar II",12.00,Y,N,N,Y,N
2018,21W.791,21W,791,21W.791J,"Network Cultures","Network Cultures",12.00,Y,N,N,Y,N
2018,21W.792,21W,792,21W.792,"Science Writing Internship","Science Writing Internship",12.00,Y,Y,N,Y,N
2018,21W.794,21W,794,21W.794,"Grad Tech Writing Workshop","Graduate Technical Writing Workshop",3.00,Y,N,Y,N,N
2018,21W.787,21W,787,21W.787,"Film, Music, and Social Change","Film, Music, and Social Change: Intersections of Media and Society",12.00,N,Y,N,N,N
2018,21W.788,21W,788,21W.788J,"South Asian America","South Asian America: Transnational Media, Culture, and History",12.00,N,N,N,Y,N
2018,21W.789,21W,789,21W.789,"Communicating with Mobile Tech","Communicating with Mobile Technology",12.00,Y,N,N,Y,N
2018,21W.790,21W,790,21W.790J,"Short Documentary","Short Attention Span Documentary",12.00,N,N,N,Y,N
2018,21W.890,21W,890,21W.890,"Short Documentary","Short Attention Span Documentary",12.00,N,N,N,Y,N
2018,21W.892,21W,892,21W.892,"Science Writing Internship","Science Writing Internship",12.00,Y,Y,Y,Y,Y
2018,21W.898,21W,898,21W.898,"Ind Study: Science Writing","Graduate Independent Study in Science Writing",0.00,Y,Y,Y,Y,N
2018,21W.899,21W,899,21W.899,"Ind Study: Science Writing","Graduate Independent Study in Science Writing",0.00,Y,Y,Y,Y,N
2018,21W.S60,21W,S60,21W.S60,"Special Subject: Writing","Special Subject: Writing",0.00,Y,N,Y,N,N
2018,21W.S96,21W,S96,21W.S96,"Special Subject: Writing","Special Subject: Writing",0.00,Y,N,Y,N,N
2018,21W.THG,21W,THG,21W.THG,"Graduate Thesis","Graduate Thesis",24.00,Y,Y,Y,Y,Y
2018,21W.THT,21W,THT,21W.THT,"Writing Pre-Thesis Tutorial","Writing and Humanistic Studies Pre-Thesis Tutorial",0.00,Y,Y,Y,Y,Y
2018,21W.THU,21W,THU,21W.THU,"Writing Program Thesis","Writing and Humanistic Studies Thesis",0.00,Y,Y,Y,Y,Y
2018,21W.UR,21W,UR,21W.UR,"Undergraduate Research","Research in Writing and Humanistic Studies",0.00,Y,Y,Y,Y,Y
2018,21W.URG,21W,URG,21W.URG,"Undergraduate Research","Research in Writing and Humanistic Studies",0.00,Y,Y,Y,Y,Y
2018,21W.768,21W,768,21W.768J,"Games and Culture","Games and Culture",12.00,Y,Y,N,N,N
2018,21W.769,21W,769,21W.769J,"Playwrights' Workshop","Playwrights' Workshop",12.00,Y,N,N,Y,N
2018,21W.770,21W,770,21W.770,"Advanced Fiction Workshop","Advanced Fiction Workshop",12.00,Y,N,N,Y,N
2018,21W.771,21W,771,21W.771,"Advanced Poetry Workshop","Advanced Poetry Workshop",12.00,Y,Y,N,Y,N
2018,21W.773,21W,773,21W.773,"Longer fiction","Writing Longer Fiction",12.00,Y,N,N,Y,N
2018,21W.775,21W,775,21W.775,"Nature and Environment Writing","Writing about Nature and Environmental Issues",12.00,Y,N,N,Y,N
2018,21W.777,21W,777,21W.777,"Science Writing","Science Writing in Contemporary Society",12.00,Y,N,N,Y,N
2018,21W.778,21W,778,21W.778,"Science Journalism","Science Journalism",12.00,Y,Y,N,N,N
2018,21W.785,21W,785,21W.785,"Communicating: Web-Based Media","Communicating with Web-Based Media",12.00,N,N,N,Y,N
2018,21W.786,21W,786,21W.786J,"Social Justice and Documentary","Social Justice and The Documentary Film",12.00,N,Y,N,N,N
2018,21W.753,21W,753,21W.753J,"Phantasmal Media","Phantasmal Media: Theory and Practice",12.00,N,Y,N,N,N
2018,21W.754,21W,754,21W.754J,"Playwriting I","Playwriting I",12.00,Y,Y,N,N,N
2018,21W.755,21W,755,21W.755,"Writng & Reading Short Stories","Writing and Reading Short Stories",12.00,Y,Y,N,Y,N
2018,21W.756,21W,756,21W.756,"Writing & Reading Poems","Writing and Reading Poems",12.00,N,Y,N,N,N
2018,21W.757,21W,757,21W.757,"Fiction Workshop","Fiction Workshop",12.00,Y,Y,N,N,N
2018,21W.758,21W,758,21W.758,"Genre Fiction Workshop","Genre Fiction Workshop",12.00,Y,Y,N,N,N
2018,21W.746,21W,746,21W.746,"Humanistic Persp on Medicine","Humanistic Perspectives on Medicine: From Ancient Greece to Modern America",12.00,Y,N,N,Y,N
2018,21W.747,21W,747,21W.747,Rhetoric,Rhetoric,12.00,Y,Y,N,Y,N
2018,21W.748,21W,748,21W.748,"Apocalyptic Storytelling","Apocalyptic Storytelling",12.00,N,Y,N,N,N
2018,21W.749,21W,749,21W.749,"Doc Photography & Journalism","Documentary Photography and Photojournalism: Still Images of a World in Motion",12.00,Y,Y,N,Y,N
2018,21W.750,21W,750,21W.750,"Experimental Writing","Experimental Writing",12.00,N,Y,N,N,N
2018,21W.751,21W,751,21W.751J,"Writing for Social Media","Writing for Social Media",12.00,N,N,N,Y,N
2018,21W.036,21W,036,21W.036,"Science Writing and New Media","Science Writing and New Media: Writing and the Environment",12.00,Y,Y,N,N,N
2018,21W.041,21W,041,21W.041J,"Writing About Literature","Writing About Literature",12.00,Y,Y,N,N,N
2018,21W.752,21W,752,21W.752,"Making Documentary","Making Documentary: Audio, Video, and More",12.00,Y,N,N,Y,N
2018,21W.042,21W,042,21W.042J,"Writing with Shakespeare","Writing with Shakespeare",12.00,Y,Y,N,N,N
2018,21W.729,21W,729,21W.729J,"Engr Communication in Context","Engineering Communication in Context",12.00,Y,Y,N,N,N
2018,21W.735,21W,735,21W.735,"Writing & Reading the Essay","Writing and Reading the Essay",12.00,N,Y,N,N,N
2018,21W.736,21W,736,21W.736,"News Writing","News Writing",12.00,N,Y,N,N,N
2018,21W.737,21W,737,21W.737J,"21st-Century Journalism","Topics and Methods in 21st-Century Journalism",12.00,Y,N,N,Y,N
2018,21W.739,21W,739,21W.739J,"Darwin and Design","Darwin and Design",12.00,N,Y,N,N,N
2018,21W.740,21W,740,21W.740,"Writing Autobiography & Biog","Writing Autobiography and Biography",12.00,Y,Y,N,N,N
2018,21W.741,21W,741,21W.741J,"Intro to Black Studies","Black Matters:  Introduction to Black Studies",12.00,Y,N,N,Y,N
2018,21W.742,21W,742,21W.742J,"Writing about Race","Writing about Race",12.00,Y,Y,N,N,N
2018,21W.743,21W,743,21W.743,"Voice and Meaning: Memoir","Voice and Meaning: Speaking to Readers through Memoir, Fact, and Fiction",12.00,N,Y,N,N,N
2018,21W.744,21W,744,21W.744,"The Art of Comic Book Writing","The Art of Comic Book Writing",12.00,N,Y,N,N,N
2018,21W.745,21W,745,21W.745,"Advanced Essay Workshop","Advanced Essay Workshop",12.00,N,N,N,Y,N
2018,21W.759,21W,759,21W.759,"Writing Science Fiction","Writing Science Fiction",12.00,Y,N,N,Y,N
2018,21W.760,21W,760,21W.760,"Writing in the Museum","Creative Writing and Visual Culture: Writing in the Museum",12.00,N,Y,N,N,N
2018,21W.761,21W,761,21W.761,"(un)Writing the Book","(un)Writing the Book",12.00,N,N,N,Y,N
2018,21W.762,21W,762,21W.762,"Poetry Workshop","Poetry Workshop",12.00,Y,Y,N,Y,N
2018,21W.763,21W,763,21W.763J,"Modern Science Fiction","Transmedia Storytelling: Modern Science Fiction",12.00,Y,Y,N,N,N
2018,21W.764,21W,764,21W.764J,"The Word Made Digital","The Word Made Digital",12.00,Y,N,N,Y,N
2018,21W.765,21W,765,21W.765J,"Interactive Narrative","Interactive Narrative",12.00,Y,Y,N,N,N
2018,21W.022,21W,022,21W.022,"Writing and Experience","Writing and Experience: Reading and Writing Autobiography",12.00,Y,Y,N,Y,N
2018,21W.026,21W,026,21W.026,"Writing and Experience","Writing and Experience: The Hero in the Postmodern World",12.00,N,Y,N,N,N
2018,21W.031,21W,031,21W.031,"Science Writing and New Media","Science Writing and New Media: Explorations in Communicating about Science and Technology",12.00,Y,Y,N,Y,N
2018,21W.032,21W,032,21W.032,"Science Writing and New Media","Science Writing and New Media: Introduction to Digital Media",12.00,N,Y,N,N,N
2018,21W.034,21W,034,21W.034,"Science Writing and New Media","Science Writing and New Media: Perspectives on Medicine and Public Health",12.00,N,Y,N,N,N
2018,21W.035,21W,035,21W.035,"Science Writing and New Media","Science Writing and New Media: Elements of Science Writing for the Public",12.00,Y,Y,N,Y,N
2018,21W.011,21W,011,21W.011,"Writing and Rhetoric","Writing and Rhetoric: Rhetoric and Contemporary Issues",12.00,Y,Y,N,Y,N
2018,21W.012,21W,012,21W.012,"Writing and Rhetoric","Writing and Rhetoric: Food for Thought",12.00,Y,Y,N,N,N
2018,21W.013,21W,013,21W.013,"Writing and Rhetoric","Writing and Rhetoric: Introduction to Contemporary Rhetoric",12.00,Y,Y,N,N,N
2018,21W.014,21W,014,21W.014,"Writing and Rhetoric","Writing and Rhetoric: Exploring Visual Media",12.00,Y,N,N,Y,N
2018,21W.015,21W,015,21W.015,"Writing and Rhetoric","Writing and Rhetoric: Writing about Sports",12.00,Y,Y,N,N,N
2018,21W.016,21W,016,21W.016,"Writing and Rhetoric","Writing and Rhetoric: Designing Meaning",12.00,Y,Y,N,N,N
2018,21W.021,21W,021,21W.021,"Writing and Experience","Writing and Experience: MIT Inside, Live",12.00,Y,Y,N,N,N
2018,HST.542,HST,542,HST.542J,"Quant  Systems Physiology","Quantitative Systems Physiology",12.00,Y,N,N,Y,N
2018,HST.545,HST,545,HST.545,"Physiological Systems Analysis","Physiological Systems Analysis",12.00,Y,Y,N,N,N
2018,HST.514,HST,514,HST.514J,"Sensory-Neural Systems","Sensory-Neural Systems: Spatial Orientation from End Organs to Behavior and Adaptation",12.00,Y,N,N,Y,N
2018,HST.535,HST,535,HST.535,"Prin & Practice of Tissue Engr","Principles and Practice of Tissue Engineering and Regenerative Medicine (TERM)",12.00,Y,Y,N,N,N
2018,HST.537,HST,537,HST.537J,"Fluid Dynamics and Disease","Fluid Dynamics and Disease",12.00,Y,N,N,Y,N
2018,HST.539,HST,539,HST.539J,"Interdisc Sci: Health&Disease","Frontiers of Interdisciplinary Science in Human Health and Disease",12.00,Y,N,N,Y,N
2018,HST.515,HST,515,HST.515J,"Aerospc Biomed & Life Supp Eng","Aerospace Biomedical and Life Support Engineering",12.00,Y,N,N,Y,N
2018,HST.516,HST,516,HST.516,"Sleep and Circadian Clocks","Sleep and Circadian Clocks: From Biology to Public Health",12.00,Y,N,N,Y,N
2018,HST.518,HST,518,HST.518J,"Human Sys Engineering","Human Systems Engineering",12.00,Y,Y,N,N,N
2018,HST.522,HST,522,HST.522J,"Biomaterials: Tissue Interact","Biomaterials: Tissue Interactions",12.00,Y,Y,N,N,N
2018,HST.523,HST,523,HST.523J,"Cell-Matrix Mechanics","Cell-Matrix Mechanics",12.00,Y,Y,N,N,N
2018,HST.540,HST,540,HST.540J,"Human Physiology","Human Physiology",12.00,Y,Y,N,N,N
2018,HST.541,HST,541,HST.541J,"Cellular Neuro and Comp","Cellular Neurophysiology and Computing",12.00,Y,Y,N,N,N
2018,HST.531,HST,531,HST.531,"Proton Radiation Therapy","Medical Physics of Proton Radiation Therapy",6.00,Y,N,N,Y,N
2018,HST.533,HST,533,HST.533,"Optimizatn Probs: Rad & Imagng","Optimization Problems in Radiation Therapy and Medical Imaging",6.00,N,N,N,Y,N
2018,HST.507,HST,507,HST.507J,"Advanced Computational Biology","Advanced Computational Biology: Genomes, Networks, Evolution",12.00,Y,Y,N,N,N
2018,HST.508,HST,508,HST.508,"Quantitative Genomics","Quantitative Genomics",12.00,Y,Y,N,N,N
2018,HST.450,HST,450,HST.450J,"Biological Physics","Biological Physics",12.00,Y,N,N,Y,N
2018,HST.452,HST,452,HST.452J,"Statistical Physics Biology","Statistical Physics in Biology",12.00,Y,N,N,Y,N
2018,HST.460,HST,460,HST.460J,"Stats for Neurosci Rsch","Statistics for Neuroscience Research",12.00,N,N,N,Y,N
2018,HST.500,HST,500,HST.500,"Frontiers BioMed Engr & Physcs","Frontiers in (Bio)Medical Engineering and Physics",12.00,Y,N,N,Y,N
2018,HST.506,HST,506,HST.506J,"Computational Systems Bio","Computational Systems Biology",12.00,Y,N,N,Y,N
2018,HST.524,HST,524,HST.524J,"Design Med Devices & Implants","Design of Medical Devices and Implants",12.00,Y,N,N,Y,N
2018,HST.525,HST,525,HST.525J,"Tumor Pathophysiology","Tumor Pathophysiology and Transport Phenomena: A Systems Biology Approach",6.00,Y,Y,N,N,N
2018,HST.526,HST,526,HST.526J,"Future Medicine","Future Medicine: Drug Delivery, Therapeutics, and Diagnostics",9.00,Y,N,N,Y,N
2018,HST.527,HST,527,HST.527,"Blood Vess& Endothlial Phenotp","Blood Vessels and Endothelial Phenotypes in Health and Disease",6.00,Y,N,N,Y,N
2018,HST.552,HST,552,HST.552J,"Medical Device Design","Medical Device Design",12.00,Y,Y,N,N,N
2018,HST.560,HST,560,HST.560J,"Radiation Biophysics","Radiation Biophysics",12.00,Y,N,N,Y,N
2018,HST.561,HST,561,HST.561J,"Noninvasive Imaging Biol & Med","Noninvasive Imaging in Biology and Medicine",12.00,Y,N,N,Y,N
2018,HST.562,HST,562,HST.562J,"Tech for Complex Biologicl Sys","Pioneering Technologies for Interrogating Complex Biological Systems",12.00,Y,N,N,Y,N
2018,HST.576,HST,576,HST.576J,"Topics Neural Signal Prcessing","Topics in Neural Signal Processing",12.00,Y,N,N,Y,N
2018,HST.580,HST,580,HST.580J,"Data Acquisition Image Reconst","Data Acquisition and Image Reconstruction in MRI",12.00,Y,Y,N,N,N
2018,HST.723,HST,723,HST.723J,"Neural Coding & Perceptn Sound","Neural Coding and Perception of Sound",12.00,Y,N,N,Y,N
2017,HST.724,HST,724,HST.724,"Clin Aspects of Speech&Hearing","Clinical Aspects of Speech and Hearing",12.00,Y,N,N,Y,N
2018,HST.582,HST,582,HST.582J,"Biomed Signal &Image Processng","Biomedical Signal and Image Processing",12.00,Y,N,N,Y,N
2018,HST.583,HST,583,HST.583J,"Funct Magn Res Imaging: Data","Functional Magnetic Resonance Imaging: Data Acquisition and Analysis",12.00,Y,Y,N,N,N
2018,HST.584,HST,584,HST.584J,"Magnetic Resonance","Magnetic Resonance Analytic, Biochemical, and Imaging Techniques",15.00,Y,N,N,Y,N
2018,HST.590,HST,590,HST.590,"Biomedical Engineering Seminar","Biomedical Engineering Seminar Series",1.00,Y,Y,N,Y,N
2018,HST.598,HST,598,HST.598,"Research in HST","Research in Health Sciences and Technology",0.00,Y,Y,Y,Y,Y
2018,HST.S53,HST,S53,HST.S53,"Spec Subj: Med Engr & Physics","Special Subject: Medical Engineering and Medical Physics",0.00,Y,N,N,Y,N
2018,HST.S54,HST,S54,HST.S54,"Spec Subj: Med Engr & Physics","Special Subject: Medical Engineering and Medical Physics",0.00,N,Y,Y,Y,N
2018,HST.S55,HST,S55,HST.S55,"Spec Subj: Med Engr & Physics","Special Subject: Medical Engineering and Medical Physics",0.00,Y,N,Y,N,N
2018,HST.S56,HST,S56,HST.S56,"Spec Subject in MEMP Program","Special Subject: Medical Engineering and Medical Physics",0.00,N,Y,Y,Y,Y
2018,HST.S57,HST,S57,HST.S56-HST.S57,"Spec Subj: Med Engr & Physics","Special Subject: Medical Engineering and Medical Physics",0.00,N,Y,Y,Y,Y
2018,HST.S58,HST,S58,HST.S58,"Spec Subject in MEMP Program","Special Subject: Medical Engineering and Medical Physics",0.00,Y,N,N,Y,N
2018,HST.929,HST,929,HST.929J,"Affordable Health Diagnostics","Engineering Health: Designing and Deploying Affordable Health Diagnostics and Therapeutics",6.00,Y,N,N,Y,N
2018,HST.934,HST,934,HST.934J,"Intro to Global Medicine","Introduction to Global Medicine:  Bioscience, Technologies, Disparities, Strategies",9.00,Y,N,N,Y,N
2018,HST.936,HST,936,HST.936,"Global Health Informatics","Global Health Informatics to Improve Quality of Care",3.00,Y,N,N,Y,N
2018,HST.937,HST,937,HST.937,"Global Health Informatics","Global Health Informatics to Improve Quality of Care",6.00,Y,N,N,Y,N
2018,HST.938,HST,938,HST.938,"Global Health Informatics","Global Health Informatics to Improve Quality of Care",12.00,Y,N,N,Y,N
2018,HST.071,HST,071,HST.071,"Human Reproductive Biology","Human Reproductive Biology",6.00,Y,Y,N,N,N
2018,HST.940,HST,940,HST.940J,"Bioinformatics:Princ,Meth,Appl","Bioinformatics: Principles, Methods and Applications",12.00,Y,N,N,Y,N
